city,jumlah_review,jumlah_view,location,price,product_id,quantity_sold,rating,shop_name,subcategory,title,Tanggal Pembelian,quantity
Jakarta,22,"4,300",Jakarta,75000,13534123,40,4,GROSIR KOREAN FASHION,Legging,JEGGING PANTS CELANA FASHION BAJU WANITA KOREA KEMEJA JAKET NEW2015116,23-07-2018,40
Jakarta,18,"4,300",Jakarta,100000,77286474,52,5,Parrot Computer,Lingerie,Lingerie Seksi Sexy Lingerie Murah Lingerie Wanita Baju Tidur Dewasa,22-07-2018,52
Kota Surabaya,22,"4,300",Kota Surabaya,65000,317268090,53,5,Paphika,Kemeja,Kemeja Kotak Jumbo Baju Atasan Wanita Bigsize Baju Kerja,21-07-2018,53
Jakarta,131,"4,300",Jakarta,134000,320650342,640,5,Albanaa Store,Blouse,Baju Atasan Wanita Blouse Wanita Korea Putih Terbaru,18-07-2018,640
Kab. Banyumas,52,"4,300",Kab. Banyumas,65000,288365133,67,5,miftakhul hidayah,Cardigan,Luna vest atasan - Rompi - cardigan - Baju wanita - setelelan - atasan,16-07-2018,67
Kota Pekalongan,10,"4,200",Kota Pekalongan,175000,307831850,28,5,Batik Jiwangga,Batik Couple,"Baju Couple Sarimbit Batik Keluarga Gamis Wanita Zahra Tosca, Busui",16-07-2018,28
Kab. Bekasi,11,"4,200",Kab. Bekasi,109000,203998207,32,4,Pedkey Butik,Blouse,Bigsize Blouse Jumbo Baju Atasan Wanita Big Size Ukuran Besar Tf791,15-07-2018,32
Jakarta,37,"4,200",Jakarta,150000,316024302,52,5,Arabela Shop,Midi Dress,Baju Dress Rok Tunik Wanita Bahan Jeans Levis Jumbo Big Size 2XL XXL,14-07-2018,52
Jakarta,24,"4,200",Jakarta,90000,296801963,71,5,Parrot Computer,Daster,Daster Cantik 25 Baju Tidur Jumbo Big Size Satin Besar Wanita Murah,14-07-2018,71
Jakarta,148,"4,200",Jakarta,137000,316930043,728,5,Albanaa Store,Blouse,Baju Atasan Blouse Putih Wanita Korea Kerja Import Terbaru,14-07-2018,728
Jakarta,49,"4,100",Jakarta,17000,264837144,164,5,Buana-Fashion,Blouse,BAJU ATASAN WANITA MURAH BLOUSE WITH STRAP A0268,13-07-2018,164
Kota Bandung,5,"4,100",Kota Bandung,75000,268067534,18,4,rajagrosironline,Blouse,Baju Atasan Wanita Baju Murah Muslim Blouse Tunik Hijab Kode ic75005,13-07-2018,18
Kab. Banyumas,13,"4,100",Kab. Banyumas,45000,239478540,23,5,Nafa Division,Sweater,Sweater Fringe Cewek - Atasan Wanita Lengan Panjang - Baju Rajut Cewe,13-07-2018,23
Kab. Banyumas,28,"4,100",Kab. Banyumas,45000,256872520,49,5,Nafa Division,Blouse,Atasan Wanita Modis Sweater Roundhand Nanas Baju Rajut Blouse Cewek,7-12-2018,49
Jakarta,13,4000,Jakarta,34000,304503574,30,5,Buana-Fashion,Blouse,BAJU ATASAN BLOUSE WANITA MURAH A322,7-10-2018,30
Kota Depok,26,4000,Kota Depok,79900,249081550,49,5,Nina Colecction,Piyama,piyama baju tidur kimono dewasa wanita satin 2in1 sexy cantik,7-10-2018,49
Jakarta,29,"3,900",Jakarta,18999,300780992,188,5,Dinara Collection,Kaos,Kaos Wanita - Baju Kaos Polos - Kaos V Neck - Baju Atasan Wanita,7-10-2018,188
Kota Depok,19,"3,900",Kota Depok,17600,226442551,274,5,GAYALO,Daster,DASTER MIDI ZAREEN-BAJU TIDUR-BAJU SANTAI-BAJU HAMIL-ATASAN WANITA,7-9-2018,274
Jakarta,14,"3,900",Jakarta,68300,88935750,35,4,Goodness Weaver,Sweater,Minibel Shawl Cardigan - Kardigan - Sweater - Baju Atasan Wanita Korea,7-9-2018,35
Jakarta,24,"3,900",Jakarta,39000,312816992,73,4,Esrocte,Kaos,Ori 7 Warna Baju Kaos Dress Lengan Panjang Wanita 002,7-8-2018,73
Kota Bandung,8,"3,800",Kota Bandung,67000,167361243,23,4,sugeng network,Midi Dress,Baju Dress V Black GUCCI (atasan wanita | kaos wanita | dress cewek),7-7-2018,23
Kota Bandung,14,"3,800",Kota Bandung,75000,303103494,36,5,Sarung Tenun Bandung,Blouse,fashion wanita atasan blouse overall jumpsuit celana baju kodok navy,7-5-2018,36
Jakarta,19,"3,800",Jakarta,42000,310222444,69,5,Glory Purple Shop,Kaos,42581 tunic slit jumbo-atasan jumbo-baju bigsize-kaos jumbo wanita,7-5-2018,69
Jakarta,22,"3,700",Jakarta,25999,333902052,104,5,Dinara Collection,Kaos,Baju Kaos Wanita-Tshirt Kaos Fila-T-shirts Cewek-Kaos Lengan Pendek,7-3-2018,104
Jakarta,5,"3,700",Jakarta,189500,107780463,11,5,GROSIR KOREAN FASHION,Coat,BLAZER JAKET OUTER CARDIGAN FASHION WANITA KOREA COAT BAJU acara sale,28-06-2018,11
Kota Surabaya,11,"3,700",Kota Surabaya,76000,314599614,36,5,Paphika,Blouse Batik,Blouse Batik Jumbo 320 Bigsize Baju Atasan Wanita Big Size vol21,27-06-2018,36
Kota Surabaya,21,"3,600",Kota Surabaya,67000,226626143,46,5,Paphika,Blouse,Big Sweetie Peach Baju Atasan Wanita Blouse Bigsize Jumbo Spandex Adem,26-06-2018,46
Jakarta,6,"3,600",Jakarta,201000,267287073,9,5,Amelie Butik Wholesale,Blouse,Baju Atasan Pesta Brukat Brokat Blouse Wanita Korea Import Tunik Pink,25-06-2018,9
Jakarta,42,"3,500",Jakarta,125000,358827464,120,5,Uptodate Fashion Shop,Maxi Dress,Baju Atasan Wanita Tunik Jumbo Model Terbaru Longshirt Dress PREMIUM,24-06-2018,120
Jakarta,8,"3,500",Jakarta,60000,296608857,17,4,jolie costume,Lingerie,JXX35BL Blue Sexy Lingerie Baju Wanita Bikini Seksi Transparan biru,21-06-2018,17
Kota Surabaya,13,"3,500",Kota Surabaya,83000,284673002,43,5,Paphika,Blouse,Super Jumbo Ivanna Baju Blouse Jumbo Atasan Wanita Spandek Bigsize,19-06-2018,43
Jakarta,10,"3,500",Jakarta,128000,188174440,49,4,Parrot Computer,Piyama,Baju Tidur Piyama 893 Set Lingerie Wanita Murah Bajutidur Dewasa Satin,18-06-2018,49
Kab. Tangerang,7,"3,400",Kab. Tangerang,88000,47891432,19,4,Kemeja Slim Fit,Daster,Setelan Baju Tidur Wanita Cantik | Sleepwear Daster Kimono Seksi,17-06-2018,19
Jakarta,7,"3,400",Jakarta,109000,13514212,21,5,GROSIR KOREAN FASHION,Midi Dress,DRESS FASHION WANITA ROK SKIRT BAJU KEMEJA CELANA PANTS JAKET 2015076,16-06-2018,21
Jakarta,13,"3,400",Jakarta,65000,38739231,33,5,CASHYUPHORIA SHOP,Cardigan,baju atasan cardy cardigan cewek wanita lengan panjang - canida outer,16-06-2018,33
Kota Surabaya,17,"3,300",Kota Surabaya,91000,218865113,32,5,Paphika,Blouse,Jumbo Lovely Bigsize Baju Atasan Wanita Fashion Spandex Rayon Adem,16-06-2018,32
Jakarta,19,"3,300",Jakarta,35999,317210790,53,5,Dinara Collection,Blouse,Gita Top Blouse-Baju Atasan Wanita-Dress Wanita-Fashion Wanita Terbaru,6-12-2018,53
Kota Bandung,34,"3,200",Kota Bandung,41997,276492423,177,5,Multishop_bandung,Blouse,BOXY JUMBO SWEATER - sweater rajut - baju rajut - baju wanita,6-11-2018,177
Kab. Bandung,12,"3,200",Kab. Bandung,60600,325310023,31,4,ARYAZ OLSHOP,Blouse,BAJU ATASAN WANITA PEARLY TUNIC BALOTELLI TERMURAH TERBARU - SSEO,6-9-2018,31
Kota Depok,21,"3,200",Kota Depok,46000,215096538,40,5,Nina Colecction,Daster,daster baju tidur dewasa wanita cantik sexy sleepwear 17,6-9-2018,40
Jakarta,12,"3,200",Jakarta,22000,119868584,41,5,Bikini Secret,BRA,celana dalam wanita underwear G srring lingerie thong baju bra,6-8-2018,41
Jakarta,14,"3,200",Jakarta,69000,280845111,44,5,Parrot Computer,Daster,Daster Wanita Baju Tidur Murah Cantik Lingerie Dress Sleepwear 611,6-5-2018,44
Jakarta,13,"3,200",Jakarta,33500,304799181,65,5,GRAFIZH,Daster,Baju tidur daster import wanita cewek perempuan,6-3-2018,65
Kota Bandung,7,"3,100",Kota Bandung,60000,245269092,12,4,GUSTIANA STORE,Blouse,Baju atasan wanita-blouse-ruma pearl sy-tunik-casual-termurah-terbaru,6-1-2018,12
Kota Surabaya,10,"3,100",Kota Surabaya,84000,342228121,29,5,Paphika,Kemeja,Kemeja Wanita Jumbo Big Margie Baju Atasan Wanita,6-1-2018,29
Kota Surabaya,13,"3,100",Kota Surabaya,61000,184191921,31,5,Paphika,Blouse, Jumbo Charlie Baju Atasan Wanita Bigsize Blouse Wanita,28-05-2018,31
Jakarta,29,"3,100",Jakarta,48000,318564812,64,5,Chel&#39;z Shop,Piyama,Baju Tidur Cewek-Wanita Piyama Kimono Tanktop Dress Murah High Quality,27-05-2018,64
Jakarta,7,3000,Jakarta,109000,13536313,11,4,GROSIR KOREAN FASHION,Kemeja,KEMEJA KOREA BAJU FASHION WANITA COAT JAKET IMPORT KOREA DRESS 2015138,24-05-2018,11
Jakarta,4,3000,Jakarta,138000,199345192,15,5,Amelie Butik Wholesale,Midi Dress,Long Dress Midi Santai Casual Baju Wanita Korea Import Tank Top HItam,23-05-2018,15
Kota Surabaya,8,3000,Kota Surabaya,90000,264548951,21,5,Paphika,Blouse,Big Audie Blouse Lengan Panjang Bigsize Baju Atasan Wanita Jumbo,23-05-2018,21
Jakarta,17,3000,Jakarta,31999,339678550,29,5,Millennia Fashion,Kaos,Kaos Fila Wanita-Kaos Lengan Panjang-Baju Atasan Wanita-Baju Kaos,22-05-2018,29
Kota Surabaya,27,3000,Kota Surabaya,60000,225189480,47,5,Paphika,Blouse,Super Jumbo Diana Baju Atasan Wanita Blouse Bigsize Jumbo Spandex,22-05-2018,47
Jakarta,11,3000,Jakarta,48000,256226072,48,5,RisRus Apparel,Daster,DST DONALD BABIES DASTER PIYAMA PAJAMAS BAJU TIDUR WANITA DEWASA KATUN,20-05-2018,48
Jakarta,61,"2,900",Jakarta,251800,356906758,123,5,Mecca Storee,Blouse,Baju Atasan Gamis Wanita Muslim Syari - JULIA - dress pesta hijab,19-05-2018,123
Kota Surakarta,20,"2,900",Kota Surakarta,115000,113460864,36,5,Arumi Batik,Dress Batik,Dress Terusan Blouse Atasan Baju Seragam Wanita Batik 1841,19-05-2018,36
Jakarta,143,"2,900",Jakarta,167000,317013362,713,5,Albanaa Store,Blazer,Blazer Wanita Hitam Korea Kerja Baju Atasan Wanita Terbaru Outwear,17-05-2018,713
Kota Bandung,7,"2,800",Kota Bandung,205000,32939911,12,4,FashionOnline,Coat,Jaket Mantel Coat baju hangat wanita korea Red Velvet & hijau,16-05-2018,12
Kota Bandung,7,"2,800",Kota Bandung,55000,287880172,13,5,menara hijab,Blouse,baju atasan gamis wanita muslim terbaru,14-05-2018,13
Kota Surabaya,7,"2,800",Kota Surabaya,70000,216928664,23,5,Paphika,Blouse,Big Sharon Pita  Blouse Bigsize Baju Atasan Wanita Fashion Spandex,5-10-2018,23
Jakarta,10,"2,800",Jakarta,99000,265130853,32,5,Parrot Computer,Lingerie,Kimono Lingerie Set V Lingeri Seksi Baju Tidur Dewasa Wanita Sexy,5-10-2018,32
Kota Depok,18,"2,800",Kota Depok,47000,207415431,35,5,Nina Colecction,Daster,daster baju tidur dewasa wanita sexy cantik,5-9-2018,35
Kota Depok,14,"2,800",Kota Depok,89900,211248621,38,5,Nina Colecction,Piyama,piyama baju tidur panjang kimono dewasa wanita sexy,5-9-2018,38
Jakarta,13,"2,800",Jakarta,170000,182146453,44,5,Parrot Computer,Piyama,Kimono Wanita Baju Tidur Elegan Bajutidur Satin Lace Sleepwear 8638,5-7-2018,44
Kab. Banyumas,26,"2,800",Kab. Banyumas,39900,256868010,48,5,Nafa Division,Kaos,Atasan Cewe Modis Roundhand Rajut Bolda Sweater Baju Kaos Wanita,5-4-2018,48
Jakarta,29,"2,800",Jakarta,99000,289195452,51,5,OXPREY59,Kaos,kaos pria wanita baju tshirt  buy 1 get 1 free fashion keren new 1829,5-3-2018,51
Jakarta,15,"2,800",Jakarta,39000,303023463,55,4,Esrocte,Kaos,Ori 7 Warna Baju Kaos Dress Lengan Panjang Wanita 001,5-3-2018,55
Kota Bandung,109,"2,800",Kota Bandung,90750,353916614,6401,5,Tuasan Store,Blouse,BAJU ATASAN TUNIK WANITA TERBARU JUMBO BLOUSE DRESS PANJANG JERSEY LD1,28-04-2018,6401
Kota Bandung,42,"2,800",Kota Bandung,175000,197580864,85,5,STAR knitting fashion,Sweater,mantel-sweater-jaket-outwear ibu-wanita-baju tebal,27-04-2018,85
Kota Bandung,11,"2,700",Kota Bandung,68000,326989338,19,5,GrosirBaju RisHa,Kemeja,Premium white tunik-Kemeja putih-Atasan muslim wanita-Baju busui,26-04-2018,19
Jakarta,69,"2,700",Jakarta,180000,358483281,206,5,Fashionisty Modis,Dress Batik,Dress Batik Wanita Terbaru Dress Kerja Batik Baju Kerja Batik Elegan,26-04-2018,206
Kota Tangerang,17,"2,700",Kota Tangerang,38000,71080313,44,4,Sahabat Buku Anak,Lingerie,Lingeri seksi promo diskon hari ini baju tidur wanita SEXY LINGERIE,25-04-2018,44
Jakarta,27,"2,700",Jakarta,35999,336855853,77,5,Dinara Collection,Midi Dress,Fila Dress Wanita-Baju Fashion-Baju Kaos Fila-Baju Blouse Atasan,25-04-2018,77
Jakarta,50,"2,600",Jakarta,98000,351093710,101,5,Adila Fashion,Kemeja,Blouse Wanita Terbaru Baju Atasan Wanita Kemeja Wanita,25-04-2018,101
Jakarta,61,"2,600",Jakarta,144000,356906999,122,5,Mecca Storee,Blouse,Baju Atasan Gamis Wanita Muslim Syari - FARAH MAXI Murah - dress,25-04-2018,122
Jakarta,60,"2,600",Jakarta,215800,356907064,126,5,Mecca Storee,Blouse,Baju Atasan Gamis Wanita Muslim Syari - MAXI NASWA - dress pesta,25-04-2018,126
Jakarta,7,"2,600",Jakarta,109000,14194850,15,5,Grosir Korean style,Kemeja,KEMEJA KOREA BAJU FASHION WANITA COAT JAKET IMPORT KOREA DRESS 2011003,25-04-2018,15
Jakarta,4,"2,600",Jakarta,119000,13534276,16,5,GROSIR KOREAN FASHION,Celana Jeans,JEGGING PANTS CELANA FASHION BAJU WANITA KOREA KEMEJA JAKET NEW2015121,24-04-2018,16
Kota Bandung,8,"2,600",Kota Bandung,65000,318777692,19,4,THE FASHION ROOM,Blouse,5 top go - baju hoodie atasan kaos cewek wanita remaja lengan panjang,24-04-2018,19
Kota Surabaya,11,"2,600",Kota Surabaya,68000,282064863,28,5,Paphika,Blouse,Katun Rayon Baju Jumbo Atasan Wanita Baju Blouse Wanita Big Size,24-04-2018,28
Jakarta,10,"2,600",Jakarta,210000,70967044,29,4,Parrot Computer,Lingerie,Kimono Seksi Baju Tidur Wanita Seserahan Bajutidur Import Cantik Murah,22-04-2018,29
Jakarta,21,"2,600",Jakarta,72000,196524894,43,5,Lingerieku,Daster,Baju Tidur Wanita Daster Satin Hot Pants Sorex Exclusive BT 7035 Murah,21-04-2018,43
Jakarta,11,"2,600",Jakarta,15000,314659551,74,4,INDO_JERSEY,Blouse,V-NECK PANJANG SALUR kaos wanita baju fashion atasan LENGAN PANJANG,20-04-2018,74
Jakarta,5,"2,600",Jakarta,78000,243233283,8,5,Glory Purple Shop,Midi Dress,Dress Natalie-dress natal murah-dress pesta-baju natal wanita murah,18-04-2018,8
Kab. Bekasi,6,"2,500",Kab. Bekasi,122000,192454044,11,4,Pedkey Butik,Blouse,Blouse Jumbo Baju Atasan Wanita Big Size Ukuran Besar FL843 Crepe,16-04-2018,11
Jakarta,61,"2,500",Jakarta,170800,356907132,122,5,Mecca Storee,Blouse,Baju Atasan Gamis Wanita Muslim Syari - MAXI DRESS MOTE LIRA - hijab,15-04-2018,122
Jakarta,62,"2,500",Jakarta,176200,356907493,124,5,Mecca Storee,Blouse,Baju Atasan Gamis Wanita Muslim Syari- REGINA Murah - dress pesta,14-04-2018,124
Kab. Pandeglang,6,"2,500",Kab. Pandeglang,57000,206272611,23,5,JUDE SHOP,Blouse,Baju Atasan Blouse Tunik Wanita Baju Muslim Blus Muslim Monna Jumbo,13-04-2018,23
Kota Yogyakarta,8,"2,500",Kota Yogyakarta,85000,62569613,25,4,Cinemaz Merchandise,Kaos,Kaos Justin Bieber What Do You Mean Tumblr Tee Atasan Baju Wanita Top,13-04-2018,25
Jakarta,14,"2,500",Jakarta,65000,262850750,33,5,Twinz Collections,Piyama,Baju tidur wanita-piyama wanita-sleepwear-stelan katun-catton,4-11-2018,33
Kota Surabaya,9,"2,500",Kota Surabaya,102000,347189003,33,5,Paphika,Blouse,Baju Atasan Wanita Jumbo Kiyoko Spandek Rayon Lengan Panjang,4-10-2018,33
Jakarta,21,"2,500",Jakarta,49500,97280152,42,5,snowlyn,Blouse,WOMAN T-SHIRT SIMPLE LACE IN NECK Baju Pakaian Atasan Wanita Branded,4-9-2018,42
Jakarta,35,"2,500",Jakarta,165000,317119944,51,5,Arabela Shop,Midi Dress,Baju Cewek Midi Dress Rok Terusan Tunik Bahan Jeans ECDE Wanita,4-7-2018,51
Kota Surabaya,21,"2,500",Kota Surabaya,76000,315533954,60,4,Paphika,Blouse,Big Marilyn Baju Atasan Wanita Jumbo Spandek Rayon Adem,4-5-2018,60
Jakarta,19,"2,500",Jakarta,68000,295686220,68,5,Parrot Computer,Daster,Baju Tidur Wanita 995 Daster Cewe Murah Sleepdress Bajutidur Cantik,4-3-2018,68
Kota Surabaya,4,"2,500",Kota Surabaya,110000,282073654,7,5,Paphika,Midi Dress,Ratu Dress Jumbo Baju terusan Wanita Bigsize Baju Atasan Jumbo,4-1-2018,7
Jakarta,14,"2,500",Jakarta,48000,290084471,79,5,LOVE THE WORLD,Piyama,Grosir Baju Tidur Katun Stelan Dewasa CP Wanita-Baby doll-Piyama-Murah,26-03-2018,79
Kota Bandung,6,"2,400",Kota Bandung,157000,136389520,10,4,Toko Demen,Kemeja,Baju Kemeja Wanita Cewek Cewe Lengan Panjang Biru Putih DC 029 CZ,23-03-2018,10
Jakarta,4,"2,400",Jakarta,138000,294131040,10,5,Size Plus Indonesia,Kemeja,mdnBABYpdk LD 130 XXXL atasan wanita blus jumbo baju bigsize kemeja,21-03-2018,10
Jakarta,33,"2,400",Jakarta,120000,353486700,100,5,Super Mall Grosir,Blouse,Baju Atasan Wanita Blouse Batik Kimono Kemeja Kerja Lengan Panjang 2,21-03-2018,100
Kota Surabaya,5,"2,400",Kota Surabaya,88000,258461673,11,5,Paphika,Blouse,Mary Pita Bolak Balik Jumbo Baju Atasan Wanita Bigsize Baju ,20-03-2018,11
Jakarta,39,"2,400",Jakarta,99000,358823152,120,5,Uptodate Fashion Shop,Kemeja,Baju Atasan Wanita Terbaru Tunik Kemeja Longline Dress Wanita Polo,20-03-2018,120
Kab. Klungkung,10,"2,400",Kab. Klungkung,36900,40836024,18,5,Laparta Cart,Piyama,Stelan tidur wanita- piyama kutung pendek wanita- baju tidur bali,19-03-2018,18
Jakarta,10,"2,400",Jakarta,155000,250311683,29,5,Parrot Computer,Piyama,Piyama Panjang Celana Sleepwear Baju Tidur Cassia Wanita Muslim Satin,17-03-2018,29
Kota Bandung,17,"2,400",Kota Bandung,140000,185189452,38,5,Topholic,Daster,Daster wanita SATIN - Sleepshirt - Piyama satin - baju tidur dewasa,16-03-2018,38
Kota Banjar,17,"2,400",Kota Banjar,70000,70156223,43,5,redishop,Kemeja,atasan wanita baju kemeja putih polos wanita,16-03-2018,43
Jakarta,22,"2,400",Jakarta,60000,311061003,52,5,Chel&#39;z Shop,Piyama,Baju Tidur Wanita-Cewek Piyama Pajamas Satin Embos Jumbo Big Size,13-03-2018,52
Kota Depok,36,"2,400",Kota Depok,55000,242786690,73,5,Nina Colecction,Piyama,piyama baju tidur dewasa wanita jumbo stelan celana pendek karakter,13-03-2018,73
Kota Surakarta,4,"2,300",Kota Surakarta,120000,299339664,10,5,Vamaya Shop,Kebaya,Baju kebaya wanita clarissa batik unik modern modis lucu unik trendi,3-11-2018,10
Kota Bandung,8,"2,300",Kota Bandung,47000,313192570,18,4,B.O.M baju online murah,Celana Panjang,jual baju wanita murah- baju hijab - celana panjang wanita- ribby pan,3-11-2018,18
Jakarta,6,"2,300",Jakarta,80000,303955653,19,5,Dress,Blouse,Atasan Baju Pakaian Blouse Model Korea Wanita Korean Style Blus Ichiro,3-10-2018,19
Jakarta,4,"2,300",Jakarta,31000,274657233,24,5,Louis Casual Design,Kaos,Kaos Basic Baju Vneck Wanita Tangan Lengan Pendek Spandek GROSIR MURAH,3-10-2018,24
Jakarta,10,"2,300",Jakarta,145000,324355994,32,5,Twins Fashion Oke,Blouse,Baju Atasan Brokat Import Bordir Bunga - Fashion Wanita Import Brocade,3-9-2018,32
Jakarta,25,"2,300",Jakarta,70000,305696172,58,5,Miuw fashion shop,Piyama,PP DORAEMON FLO XL piyama baju tidur wanita lengan panjang pajamas,3-8-2018,58
Jakarta,3,"2,300",Jakarta,95000,13526761,7,5,GROSIR KOREAN FASHION,Blouse,KEMEJA KOREA BAJU FASHION WANITA COAT JAKET IMPORT KOREA DRESS 2015092,3-7-2018,7
Kota Tangerang,2,"2,300",Kota Tangerang,89999,131871721,7,5,boutique preloved,Mini Dress,babydoll dress mini wanita kotak kotak baju terusan gaun dres blouse,3-7-2018,7
Jakarta,6,"2,300",Jakarta,210000,257446702,8,5,Batik Nisa Colection,Blouse Batik,Baju Batik Blouse Tunik Atasan Wanita Loreng 125 Katun Cap Etnik,3-6-2018,8
Kab. Bekasi,15,"2,300",Kab. Bekasi,50000,236469023,83,5,Lacel Dabana Clothing,Celana Pendek,PROMO!! Celana Tidur Pendek-Celana Pendek Wanita-Baju Tidur-Hotpants,3-2-2018,83
Jakarta,9,"2,200",Jakarta,185000,241547216,16,5,Batik Nisa Colection,Blouse Batik,Baju Batik Blouse Atasan Wanita Bunga Merah Katun Cap Malam Etnik,3-2-2018,16
Jakarta,9,"2,200",Jakarta,43750,258813683,19,5,LEMONE,Kaos,LEMONE Tumblr Tee- Kaos Cewe Premium- Baju Wanita Fashion - Salem,3-2-2018,19
Jakarta,9,"2,200",Jakarta,65000,243392873,21,5,snowlyn,Blouse,WOMAN BLOUSE TUNIK BRANDED atasan wanita kaos baju tunic lengan pendek,28-02-2018,21
Kota Surabaya,12,"2,200",Kota Surabaya,168000,230268622,25,5,Paphika,Maxi Dress,Masu Dress Brukat Jumbo Bigsize Baju Atasan Wanita Terusan,27-02-2018,25
Jakarta,9,"2,200",Jakarta,69000,306854943,26,4,dua melati,Kemeja,Atasan wanita Blouse kemeja kerja wanita baju lengan pendek p5p6,22-02-2018,26
Jakarta,21,"2,200",Jakarta,30000,229631310,69,5,Twinz Collections,Celana Tidur,Baju tidur wanita-piyama wanita-sleepwear-celana hotpant,22-02-2018,69
Jakarta,3,"2,200",Jakarta,109000,14191650,7,5,GROSIR KOREAN FASHION,Midi Dress,DRESS FASHION WANITA ROK SKIRT BAJU KEMEJA CELANA PANTS JAKET 2015237,22-02-2018,7
Kota Surakarta,4,"2,200",Kota Surakarta,105000,241760761,8,5,myfashion,Blouse,Baju Atasan Wanita Muslim Blouse Jeans Bilqis #4,18-02-2018,8
Jakarta,7,"2,100",Jakarta,170000,296188354,26,4,Parrot Computer,Piyama,Baju Tidur Wanita Piyama Pendek Silk Sleepwear Cewek B1602 Bajutidur,17-02-2018,26
Kota Surabaya,9,"2,100",Kota Surabaya,97000,310250620,28,5,Paphika,Blouse,Blouse Jumbo Dobby Baju Atasan Wanita Big Size Baju Waka Waka,16-02-2018,28
Jakarta,17,"2,100",Jakarta,17000,295701540,39,5,Buana-Fashion,Blouse,BAJU ATASAN BLOUSE WANITA MURAH NEW YORK PRINTING A309,16-02-2018,39
Jakarta,2,"2,100",Jakarta,136000,299267331,8,5,Amelie Butik Wholesale,Blouse,Baju Atasan Kaos Garis Stripe Blouse Wanita Korea Import AB133011 Blue,16-02-2018,8
Jakarta,7,2000,Jakarta,80000,217641853,14,5,Dress,Blouse,Atasan Baju Pakaian Blouse Model Korea Blus Wanita Korean Style Beauty,15-02-2018,14
Jakarta,6,2000,Jakarta,225000,264441753,15,5,Parrot Computer,Piyama,Baju Tidur Kimono 102 Piyama Satin Set Wanita Seserahan Bajutidur Cewe,13-02-2018,15
Kota Bandung,10,2000,Kota Bandung,52000,261100760,42,5,grosir baju keisha,Sweater,ARIEL GIRL ROUNDHAND NAVY RAJUT COTTON TEBAL BAJU FASHION WANITA MURAH,13-02-2018,42
Kota Depok,19,2000,Kota Depok,57000,199637133,48,5,Nina Colecction,Piyama,piyama baju tidur wanita dewasa kancing depan jumbo,2-12-2018,48
Jakarta,5,2000,Jakarta,27000,300867703,51,5,Bikini Secret,BRA,CELANA DALAM WANITA GSTRING THONG BRA BAJU TIDUR TRANSPARAN LINGERIE,2-10-2018,51
Jakarta,32,2000,Jakarta,158100,356906572,63,5,Mecca Storee,Blouse,Baju Atasan Gamis Wanita Muslim - ISHITA TUNIK WANITA BRUKAT - Dress,2-8-2018,63
Kota Batam,4,2000,Kota Batam,199000,119482110,7,5,Haneiumi,Mini Dress,Baju terusan Fashion wanita cheongsam imlek shanghai qipao gbr bunga,2-8-2018,7
Jakarta,32,"1,900",Jakarta,62000,351453123,102,5,rahel colecctions,Blouse,BLOUSE BAJU ATASAN CEWEK PAKAIAN WANITA TWISCONT MERAH,2-6-2018,102
Jakarta,8,"1,900",Jakarta,50000,13579601,14,4,GROSIR KOREAN FASHION,Legging,JEGGING PANTS CELANA FASHION BAJU WANITA KOREA KEMEJA JAKET NEW2015200,2-6-2018,14
Jakarta,9,"1,900",Jakarta,106000,305761644,20,4,Amelie Butik Wholesale,Blouse,Baju Atasan Rajut Blouse Garis Wanita bangkok Korea Import AB58760,2-5-2018,20
Kota Surabaya,14,"1,900",Kota Surabaya,61000,214848910,25,5,Paphika,Blouse,Big Haruka Blouse Bigsize Baju Atasan Wanita Top Jumbo Spandex Rayon,2-5-2018,25
